Unnamed: 0,Image,Review Text,Processed_Review,Feature_Extraction
2182,"['Downloaded_Images/81poVqg6ajL._SY88.jpg', 'Downloaded_Images/71i-FwLOPjL._SY88.jpg']","Small but powerful enough. It is well made, pretty basic for a speaker.  I would probably buy another one.

This was probably made in China but it does say designed and tuned in USA.",small power enough well made pretti basic speaker would probabl buy anoth one probabl made china say design tune usa,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
3118,"['Downloaded_Images/718dpKYJzQL._SY88.jpg', 'Downloaded_Images/71tH9bUqScL._SY88.jpg', 'Downloaded_Images/716JRW-adWL._SY88.jpg', 'Downloaded_Images/71xuEOCb8wL._SY88.jpg']",I installed these Grovers to my LTD and it went smooth as can be! Absolutly no problems. The strings I installed were new and held their tune far better than than new strings without the locking feature. I was a bit nervous because these do not have a button type to secure the strings. Grover has another mechanisim to lock the strings in place. It works great! Just make sure you hear the click! Its not loud so you may want to install these in a quiet place. Read the directions carefully and your all set. I put a set of the same Grovers on my cheapy Johnson hollowbody. Perfect fit!,instal grover ltd went smooth absolutli problem string instal new held tune far better new string without lock featur bit nervou button type secur string grover anoth mechanisim lock string place work great make sure hear click loud may want instal quiet place read direct care set put set grover cheapi johnson hollowbodi perfect fit,"[array([1.2060812, 0.       , 0.       , ..., 0.       , 0.       ,
       0.       ], dtype=float32), array([ 0.       ,  0.       , 17.268078 , ...,  0.       ,  0.4239775,
        0.       ], dtype=float32), array([ 0.      ,  0.      , 20.981373, ...,  0.      ,  2.752352,
        0.      ], dtype=float32), array([ 0.      ,  0.      ,  0.      , ...,  0.      , 17.294714,
        0.      ], dtype=float32)]"
2915,['Downloaded_Images/715nYEfWbWL._SY88.jpg'],"Not very thick, but it works and looks good!",thick work look good,"[array([ 0.      ,  0.      ,  0.      , ...,  0.      , 20.878855,
        0.      ], dtype=float32)]"
1289,['Downloaded_Images/61g1vyfONtL._SY88.jpg'],I Fit 9 Guitars in this. The 2 outside Pads Support 2 more on Stage! It was Cheap compared to Most Stands that Cost $75.00 to $100.00,fit 9 guitar 2 outsid pad support 2 stage cheap compar stand cost,"[array([0.       , 0.       , 0.       , ..., 0.       , 0.       ,
       0.5628133], dtype=float32)]"
575,"['Downloaded_Images/81+tT+xW9jL._SY88.jpg', 'Downloaded_Images/715UDSUUKGL._SY88.jpg']","I purchased this from a different store with a gift card. It lasted less than 10 string changes. The design could be easily remedied by using a metal shaft instead of a piece of plastic. After it broke, it took about 10 minutes for me to drill the hole out a little and then put a screw in there. Works fine now. If you are up for purchasing a thing that's going to last a few times and then spend a little time fixing it, then this is your product!",purchas differ store gift card last le 10 string chang design could easili remedi use metal shaft instead piec plastic broke took 10 minut drill hole littl put screw work fine purchas thing go last time spend littl time fix product,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
3338,['Downloaded_Images/717pfftzJPL._SY88.jpg'],"This is an excellent little stand.  The adjustment for angle is easy to do, and the construction is robust. Quite roadworthy!  It fits my Mesa-Boogie Subway Rocket perfectly, and holds it at just the right angle to make the most of my little amp.  The Boogie is no lightweight either. It is a handbuilt, all tube point-to-point American-Made amp in a robust case.",excel littl stand adjust angl easi construct robust quit roadworthi fit subway rocket perfectli hold right angl make littl amp boogi lightweight either handbuilt tube amp robust case,"[array([ 1.505264,  0.      ,  0.      , ...,  0.      , 35.015087,
        0.      ], dtype=float32)]"
2172,['Downloaded_Images/61L-KiMJMfL._SY88.jpg'],"These are decent guitar hangers.  I was worried about hanging an electric due to the weight but it seems to be working just fine.  Obviously lighter acoustics are no problem.

The drywall anchors are a cheap plastic and I broke one while installing.  It still worked well enough to support everything.  In the end, I'm happy.",decent guitar hanger worri hang electr due weight seem work fine obvious lighter acoust problem drywal anchor cheap plastic broke one instal still work well enough support everyth end happi,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
1150,"['Downloaded_Images/61-kKR8nidL._SY88.jpg', 'Downloaded_Images/6193REMFoKL._SY88.jpg']",I purchased this SSL-1 RWRP to use in the middle position of my MIM Strat that I converted into a poor man's version of the David Gilmour black Strat and am very happy with the tone. The only negative is that it doesn't come with a cover.,purchas rwrp use middl posit mim strat convert poor man version david gilmour black strat happi tone neg come cover,"[array([ 0.     ,  0.     ,  0.     , ...,  0.     , 17.44544,  0.     ],
      dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
755,['Downloaded_Images/7136JzXNooL._SY88.jpg'],"I ordered the RODE Podcaster and needed a shockmount that would work with it on the first try. I could have found a cheaper third party solution, but to be honest I wanted my Mic to have the products that were designed for it. That's why I went with the PSM1. It's got a perfect fit for the Podcaster and Procaster mic's. No real complaints from it thus far.

The shockmount is made from metal and seems very well constructed. The area that connects to the boom arm is plastic and it could strip if not careful, but so far it's been the right choice for the Podcaster.",order rode podcast need shockmount would work first tri could found cheaper third parti solut honest want mic product design went psm1 got perfect fit podcast procast mic real complaint thu far shockmount made metal seem well construct area connect boom arm plastic could strip care far right choic podcast,"[array([ 0.       ,  5.7217197,  0.       , ...,  0.       , 23.546854 ,
        0.       ], dtype=float32)]"
237,['Downloaded_Images/61d3F7FBv+L._SY88.jpg'],"Provided that this is not a Fender Telecaster but a Squier, I was pleasantly surprised by its playability and its tone. The three pick-up options make it very versatile for any type of music you may want to use it for. The difference in quality between this guitar model and the Squier by Fender Bullet Strat is incredible and well worth the $50 price increase.",provid fender telecast squier pleasantli surpris playabl tone three option make versatil type music may want use differ qualiti guitar model squier fender bullet strat incred well worth 50 price increas,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
209,['Downloaded_Images/615pwWMxNfL._SY88.jpg'],"A big improvement over stock pickups on my 1960 Reissue Stratocaster. Lots of high end snap, much less noise, decent balance between pick ups, classic look. Easy to install but does require soldering. The instructions (really just a wiring diagram) could be a bit clearer so be sure and make note of the existing wiring before you des older and remove the old pickups.",big improv stock pickup 1960 reissu stratocast lot high end snap much le nois decent balanc pick up classic look easi instal requir solder instruct realli wire diagram could bit clearer sure make note exist wire de older remov old pickup,"[array([1.0267025, 0.       , 0.       , ..., 0.       , 1.0338323,
       0.       ], dtype=float32)]"
3665,['Downloaded_Images/711cZwb76xL._SY88.jpg'],"This is horrible, poorly made stand. Chinese knock-off quality. Probably the worst quality hardware item I've bought in years, and I own many crappy Dixon cymbal stands. The wingnuts look like stock items in 1950's budget sets. The main tube OD is MAYBE 1/2"". Just atrocious. If I were Mapex, I wouldn't put my name on this. I'd return it, but I'm only using it for a practice pad, so I guess it will do. Spend another $20 and get something decent.",horribl poorli made stand chine qualiti probabl worst qualiti hardwar item bought year mani crappi dixon cymbal stand wingnut look like stock item 1950 budget set main tube od mayb atroci mapex would put name return use practic pad guess spend anoth 20 get someth decent,"[array([0.        , 0.        , 0.37965375, ..., 4.3203425 , 0.        ,
       0.        ], dtype=float32)]"
3884,['Downloaded_Images/61Wqw4GwL8L._SY88.jpg'],I've bough a few of these. They work good. Not sure what else to say. They are not cheap-looking and hold the violin and the bow on the wall the way they should.,bough work good sure el say hold violin bow wall way,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
643,['Downloaded_Images/719-SDMiOoL._SY88.jpg'],"These locking tuners look great and keep tune.  Good quality materials and construction.  Excellent upgrade to any guitar.  I had to drill additions holes for installation.  If your neck already comes with pre-drilled holes, then they should drop right in, otherwise you will need to buy a guitar tuner pin drill jig, also available from Amazon.",lock tuner look great keep tune good qualiti materi construct excel upgrad guitar drill addit hole instal neck alreadi come hole drop right otherwis need buy guitar tuner pin drill jig also avail amazon,"[array([ 0.      ,  0.      ,  0.      , ...,  0.      , 12.549972,
        0.      ], dtype=float32)]"
2703,['Downloaded_Images/71Zt-QNtHrL._SY88.jpg'],"This is for my son in his rehearsal room and they are perfect! Great quality, arrived within a few days and the price you cant beat!",son rehears room perfect great qualiti arriv within day price cant beat,"[array([0.      , 0.      , 0.      , ..., 0.      , 4.787739, 0.      ],
      dtype=float32)]"
2341,['Downloaded_Images/71I6ZvOhW0L._SY88.jpg'],"Phat,PHILTHY AND JUST PLAIN ON ALL THE TIME!,Grinderthru the THUNDERVERB!",phat philthi plain time grinderthru thunderverb,"[array([ 0.      ,  0.      ,  0.      , ...,  0.      , 17.778011,
        0.      ], dtype=float32)]"
